User ID,Video ID,Content Type,Video Length,Total Video views,Total Watchtime,Mid role ads,Charges of Midrole Ads per 1000 views,Revenue Generated by the video,User's Share,Our Share,,
USR32208,VIDID-12-2025-35777,Life Style,0:22:00,5743847,2106077:14:00,3, ? 250.00 ," ? 4,307,885.25 "," ? 3,230,913.94 "," ? 1,076,971.31 ",,
USR32175,VIDID-12-2025-81676,News,0:25:00,4052921,1688717:05:00,3, ? 400.00 ," ? 4,863,505.20 "," ? 3,647,628.90 "," ? 1,215,876.30 ",,
USR84362,VIDID-12-2025-51959,Educational,0:35:00,7985626,4658281:50:00,4, ? 200.00 ," ? 6,388,500.80 "," ? 4,791,375.60 "," ? 1,597,125.20 ",,
USR87731,VIDID-12-2025-77298,Technology,0:12:00,5596774,1119354:48:00,2, ? 500.00 ," ? 5,596,774.00 "," ? 4,197,580.50 "," ? 1,399,193.50 ",,
USR38828,VIDID-12-2025-51980,Political,0:20:00,352378,117459:20:00,3, ? 50.00 ," ? 52,856.70 "," ? 39,642.53 "," ? 13,214.18 ",,
USR36212,VIDID-12-2025-1510,Cooking,0:10:00,982603,163767:10:00,1, ? 300.00 ," ? 294,780.90 "," ? 221,085.68 "," ? 73,695.23 ",,
USR98823,VIDID-12-2025-34956,Political,0:20:00,4377103,1459034:20:00,3, ? 50.00 ," ? 656,565.45 "," ? 492,424.09 "," ? 164,141.36 ",,
USR56155,VIDID-12-2025-59862,Life Style,0:22:00,775155,284223:30:00,3, ? 250.00 ," ? 581,366.25 "," ? 436,024.69 "," ? 145,341.56 ",,
USR82538,VIDID-12-2025-66949,ASMR,0:20:00,1810441,603480:20:00,3, ? 150.00 ," ? 814,698.45 "," ? 611,023.84 "," ? 203,674.61 ",,
USR35996,VIDID-12-2025-41820,Technology,0:12:00,2755120,551024:00:00,2, ? 500.00 ," ? 2,755,120.00 "," ? 2,066,340.00 "," ? 688,780.00 ",,
USR63516,VIDID-12-2025-15202,Gaming,1:00:00,2997696,2997696:00:00,8, ? 100.00 ," ? 2,398,156.80 "," ? 1,798,617.60 "," ? 599,539.20 ",,
USR17872,VIDID-12-2025-25945,News,0:25:00,1291749,538228:45:00,3, ? 400.00 ," ? 1,550,098.80 "," ? 1,162,574.10 "," ? 387,524.70 ",,
USR82735,VIDID-12-2025-78334,Entertainment,0:15:00,8290031,2072507:45:00,2, ? 350.00 ," ? 5,803,021.70 "," ? 4,352,266.28 "," ? 1,450,755.43 ",,
USR27216,VIDID-12-2025-35522,Political,0:20:00,7796631,2598877:00:00,3, ? 50.00 ," ? 1,169,494.65 "," ? 877,120.99 "," ? 292,373.66 ",,
USR57937,VIDID-12-2025-80064,Cooking,0:10:00,7029473,1171578:50:00,1, ? 300.00 ," ? 2,108,841.90 "," ? 1,581,631.43 "," ? 527,210.48 ",,
USR9933,VIDID-12-2025-44583,Entertainment,0:15:00,5309445,1327361:15:00,2, ? 350.00 ," ? 3,716,611.50 "," ? 2,787,458.63 "," ? 929,152.88 ",,
USR11233,VIDID-12-2025-6503,Life Style,0:22:00,3712218,1361146:36:00,3, ? 250.00 ," ? 2,784,163.50 "," ? 2,088,122.63 "," ? 696,040.88 ",,
USR63622,VIDID-12-2025-27014,Life Style,0:22:00,6896945,2528879:50:00,3, ? 250.00 ," ? 5,172,708.75 "," ? 3,879,531.56 "," ? 1,293,177.19 ",,
USR20637,VIDID-12-2025-13600,ASMR,0:20:00,5269195,1756398:20:00,3, ? 150.00 ," ? 2,371,137.75 "," ? 1,778,353.31 "," ? 592,784.44 ",,
USR85178,VIDID-12-2025-26081,Educational,0:35:00,7857746,4583685:10:00,4, ? 200.00 ," ? 6,286,196.80 "," ? 4,714,647.60 "," ? 1,571,549.20 ",,
USR27952,VIDID-12-2025-25082,News,0:25:00,6935114,2889630:50:00,3, ? 400.00 ," ? 8,322,136.80 "," ? 6,241,602.60 "," ? 2,080,534.20 ",,
USR81157,VIDID-12-2025-21937,Cooking,0:10:00,7359564,1226594:00:00,1, ? 300.00 ," ? 2,207,869.20 "," ? 1,655,901.90 "," ? 551,967.30 ",,
USR71150,VIDID-12-2025-68198,Gaming,1:00:00,7908768,7908768:00:00,8, ? 100.00 ," ? 6,327,014.40 "," ? 4,745,260.80 "," ? 1,581,753.60 ",,
USR63769,VIDID-12-2025-25724,ASMR,0:20:00,2014217,671405:40:00,3, ? 150.00 ," ? 906,397.65 "," ? 679,798.24 "," ? 226,599.41 ",,
USR79646,VIDID-12-2025-88088,News,0:25:00,9722097,4050873:45:00,3, ? 400.00 ," ? 11,666,516.40 "," ? 8,749,887.30 "," ? 2,916,629.10 ",,
USR43855,VIDID-12-2025-7502,Entertainment,0:15:00,6296172,1574043:00:00,2, ? 350.00 ," ? 4,407,320.40 "," ? 3,305,490.30 "," ? 1,101,830.10 ",,
USR7814,VIDID-12-2025-40508,Technology,0:12:00,7960924,1592184:48:00,2, ? 500.00 ," ? 7,960,924.00 "," ? 5,970,693.00 "," ? 1,990,231.00 ",,
USR16437,VIDID-12-2025-54250,Gaming,1:00:00,6106489,6106489:00:00,8, ? 100.00 ," ? 4,885,191.20 "," ? 3,663,893.40 "," ? 1,221,297.80 ",,
USR41402,VIDID-12-2025-65962,Entertainment,0:15:00,7821225,1955306:15:00,2, ? 350.00 ," ? 5,474,857.50 "," ? 4,106,143.13 "," ? 1,368,714.38 ",,
USR20959,VIDID-12-2025-70722,Cooking,0:10:00,1976656,329442:40:00,1, ? 300.00 ," ? 592,996.80 "," ? 444,747.60 "," ? 148,249.20 ",,
USR22021,VIDID-12-2025-56970,Entertainment,0:15:00,3627183,906795:45:00,2, ? 350.00 ," ? 2,539,028.10 "," ? 1,904,271.08 "," ? 634,757.03 ",,
USR4975,VIDID-12-2025-83178,ASMR,0:20:00,1179708,393236:00:00,3, ? 150.00 ," ? 530,868.60 "," ? 398,151.45 "," ? 132,717.15 ",,
USR28051,VIDID-12-2025-67352,Entertainment,0:15:00,7345661,1836415:15:00,2, ? 350.00 ," ? 5,141,962.70 "," ? 3,856,472.03 "," ? 1,285,490.68 ",,
USR28289,VIDID-12-2025-30222,News,0:25:00,8903542,3709809:10:00,3, ? 400.00 ," ? 10,684,250.40 "," ? 8,013,187.80 "," ? 2,671,062.60 ",,
USR74425,VIDID-12-2025-30778,Life Style,0:22:00,4941625,1811929:10:00,3, ? 250.00 ," ? 3,706,218.75 "," ? 2,779,664.06 "," ? 926,554.69 ",,
USR44683,VIDID-12-2025-14953,Gaming,1:00:00,3226455,3226455:00:00,8, ? 100.00 ," ? 2,581,164.00 "," ? 1,935,873.00 "," ? 645,291.00 ",,
USR92541,VIDID-12-2025-15048,Technology,0:12:00,2714499,542899:48:00,2, ? 500.00 ," ? 2,714,499.00 "," ? 2,035,874.25 "," ? 678,624.75 ",,
USR6035,VIDID-12-2025-66907,Educational,0:35:00,2962042,1727857:50:00,4, ? 200.00 ," ? 2,369,633.60 "," ? 1,777,225.20 "," ? 592,408.40 ",,
USR60902,VIDID-12-2025-80974,Gaming,1:00:00,1446534,1446534:00:00,8, ? 100.00 ," ? 1,157,227.20 "," ? 867,920.40 "," ? 289,306.80 ",,
USR27647,VIDID-12-2025-59183,Gaming,1:00:00,8721326,8721326:00:00,8, ? 100.00 ," ? 6,977,060.80 "," ? 5,232,795.60 "," ? 1,744,265.20 ",,
USR49763,VIDID-12-2025-74168,ASMR,0:20:00,3000323,1000107:40:00,3, ? 150.00 ," ? 1,350,145.35 "," ? 1,012,609.01 "," ? 337,536.34 ",,
USR57025,VIDID-12-2025-47788,Entertainment,0:15:00,2995455,748863:45:00,2, ? 350.00 ," ? 2,096,818.50 "," ? 1,572,613.88 "," ? 524,204.63 ",,
USR79470,VIDID-12-2025-49056,Life Style,0:22:00,5377976,1971924:32:00,3, ? 250.00 ," ? 4,033,482.00 "," ? 3,025,111.50 "," ? 1,008,370.50 ",,
USR41038,VIDID-12-2025-83670,Technology,0:12:00,442323,88464:36:00,2, ? 500.00 ," ? 442,323.00 "," ? 331,742.25 "," ? 110,580.75 ",,
USR92872,VIDID-12-2025-6111,Technology,0:12:00,9506892,1901378:24:00,2, ? 500.00 ," ? 9,506,892.00 "," ? 7,130,169.00 "," ? 2,376,723.00 ",,
USR5109,VIDID-12-2025-55158,Entertainment,0:15:00,761864,190466:00:00,2, ? 350.00 ," ? 533,304.80 "," ? 399,978.60 "," ? 133,326.20 ",,
USR65891,VIDID-12-2025-71772,Educational,0:35:00,9183140,5356831:40:00,4, ? 200.00 ," ? 7,346,512.00 "," ? 5,509,884.00 "," ? 1,836,628.00 ",,
USR16680,VIDID-12-2025-46543,Gaming,1:00:00,8848145,8848145:00:00,8, ? 100.00 ," ? 7,078,516.00 "," ? 5,308,887.00 "," ? 1,769,629.00 ",,
USR22645,VIDID-12-2025-76827,Political,0:20:00,6856747,2285582:20:00,3, ? 50.00 ," ? 1,028,512.05 "," ? 771,384.04 "," ? 257,128.01 ",,
USR62763,VIDID-12-2025-82760,Cooking,0:10:00,1129217,188202:50:00,1, ? 300.00 ," ? 338,765.10 "," ? 254,073.83 "," ? 84,691.28 ",,
USR15380,VIDID-12-2025-26073,News,0:25:00,8201551,3417312:55:00,3, ? 400.00 ," ? 9,841,861.20 "," ? 7,381,395.90 "," ? 2,460,465.30 ",,
USR75424,VIDID-12-2025-45489,Political,0:20:00,8011173,2670391:00:00,3, ? 50.00 ," ? 1,201,675.95 "," ? 901,256.96 "," ? 300,418.99 ",,
USR52776,VIDID-12-2025-83770,Life Style,0:22:00,3955018,1450173:16:00,3, ? 250.00 ," ? 2,966,263.50 "," ? 2,224,697.63 "," ? 741,565.88 ",,
USR23615,VIDID-12-2025-77705,Life Style,0:22:00,3917349,1436361:18:00,3, ? 250.00 ," ? 2,938,011.75 "," ? 2,203,508.81 "," ? 734,502.94 ",,
USR74802,VIDID-12-2025-63015,Cooking,0:10:00,9003688,1500614:40:00,1, ? 300.00 ," ? 2,701,106.40 "," ? 2,025,829.80 "," ? 675,276.60 ",,
USR25871,VIDID-12-2025-26520,Gaming,1:00:00,4230784,4230784:00:00,8, ? 100.00 ," ? 3,384,627.20 "," ? 2,538,470.40 "," ? 846,156.80 ",,
USR93774,VIDID-12-2025-91813,Entertainment,0:15:00,1662986,415746:30:00,2, ? 350.00 ," ? 1,164,090.20 "," ? 873,067.65 "," ? 291,022.55 ",,
USR49323,VIDID-12-2025-87108,News,0:25:00,3325255,1385522:55:00,3, ? 400.00 ," ? 3,990,306.00 "," ? 2,992,729.50 "," ? 997,576.50 ",,
USR66552,VIDID-12-2025-39059,News,0:25:00,6740785,2808660:25:00,3, ? 400.00 ," ? 8,088,942.00 "," ? 6,066,706.50 "," ? 2,022,235.50 ",,
USR54580,VIDID-12-2025-28251,Technology,0:12:00,7988374,1597674:48:00,2, ? 500.00 ," ? 7,988,374.00 "," ? 5,991,280.50 "," ? 1,997,093.50 ",,
USR85948,VIDID-12-2025-72856,Gaming,1:00:00,6367973,6367973:00:00,8, ? 100.00 ," ? 5,094,378.40 "," ? 3,820,783.80 "," ? 1,273,594.60 ",,
USR96416,VIDID-12-2025-64713,Political,0:20:00,1856630,618876:40:00,3, ? 50.00 ," ? 278,494.50 "," ? 208,870.88 "," ? 69,623.63 ",,
USR68282,VIDID-12-2025-90506,News,0:25:00,2909839,1212432:55:00,3, ? 400.00 ," ? 3,491,806.80 "," ? 2,618,855.10 "," ? 872,951.70 ",,
USR28212,VIDID-12-2025-34931,Entertainment,0:15:00,5367556,1341889:00:00,2, ? 350.00 ," ? 3,757,289.20 "," ? 2,817,966.90 "," ? 939,322.30 ",,
USR455,VIDID-12-2025-80993,Technology,0:12:00,8807412,1761482:24:00,2, ? 500.00 ," ? 8,807,412.00 "," ? 6,605,559.00 "," ? 2,201,853.00 ",,
USR82162,VIDID-12-2025-99862,Life Style,0:22:00,8568830,3141904:20:00,3, ? 250.00 ," ? 6,426,622.50 "," ? 4,819,966.88 "," ? 1,606,655.63 ",,
USR65607,VIDID-12-2025-65094,Educational,0:35:00,4823162,2813511:10:00,4, ? 200.00 ," ? 3,858,529.60 "," ? 2,893,897.20 "," ? 964,632.40 ",,
USR39866,VIDID-12-2025-68983,Life Style,0:22:00,6603489,2421279:18:00,3, ? 250.00 ," ? 4,952,616.75 "," ? 3,714,462.56 "," ? 1,238,154.19 ",,
USR73311,VIDID-12-2025-11233,Gaming,1:00:00,2140699,2140699:00:00,8, ? 100.00 ," ? 1,712,559.20 "," ? 1,284,419.40 "," ? 428,139.80 ",,
USR7604,VIDID-12-2025-60592,Gaming,1:00:00,3878672,3878672:00:00,8, ? 100.00 ," ? 3,102,937.60 "," ? 2,327,203.20 "," ? 775,734.40 ",,
USR58115,VIDID-12-2025-61315,Entertainment,0:15:00,301066,75266:30:00,2, ? 350.00 ," ? 210,746.20 "," ? 158,059.65 "," ? 52,686.55 ",,
USR26894,VIDID-12-2025-58471,Political,0:20:00,4819624,1606541:20:00,3, ? 50.00 ," ? 722,943.60 "," ? 542,207.70 "," ? 180,735.90 ",,
USR46347,VIDID-12-2025-33020,Technology,0:12:00,850378,170075:36:00,2, ? 500.00 ," ? 850,378.00 "," ? 637,783.50 "," ? 212,594.50 ",,
USR67829,VIDID-12-2025-42039,Technology,0:12:00,5827984,1165596:48:00,2, ? 500.00 ," ? 5,827,984.00 "," ? 4,370,988.00 "," ? 1,456,996.00 ",,
USR46075,VIDID-12-2025-1526,Educational,0:35:00,5112605,2982352:55:00,4, ? 200.00 ," ? 4,090,084.00 "," ? 3,067,563.00 "," ? 1,022,521.00 ",,
USR80277,VIDID-12-2025-98096,ASMR,0:20:00,6019227,2006409:00:00,3, ? 150.00 ," ? 2,708,652.15 "," ? 2,031,489.11 "," ? 677,163.04 ",,
USR88512,VIDID-12-2025-98063,Cooking,0:10:00,2614917,435819:30:00,1, ? 300.00 ," ? 784,475.10 "," ? 588,356.33 "," ? 196,118.78 ",,
USR60506,VIDID-12-2025-74464,ASMR,0:20:00,5449800,1816600:00:00,3, ? 150.00 ," ? 2,452,410.00 "," ? 1,839,307.50 "," ? 613,102.50 ",,
USR74016,VIDID-12-2025-65165,Entertainment,0:15:00,1955237,488809:15:00,2, ? 350.00 ," ? 1,368,665.90 "," ? 1,026,499.43 "," ? 342,166.48 ",,
USR27637,VIDID-12-2025-83917,Political,0:20:00,2478602,826200:40:00,3, ? 50.00 ," ? 371,790.30 "," ? 278,842.73 "," ? 92,947.58 ",,
USR99279,VIDID-12-2025-9615,Political,0:20:00,3525397,1175132:20:00,3, ? 50.00 ," ? 528,809.55 "," ? 396,607.16 "," ? 132,202.39 ",,
USR7541,VIDID-12-2025-2190,Technology,0:12:00,2028518,405703:36:00,2, ? 500.00 ," ? 2,028,518.00 "," ? 1,521,388.50 "," ? 507,129.50 ",,
USR74224,VIDID-12-2025-308,Political,0:20:00,145259,48419:40:00,3, ? 50.00 ," ? 21,788.85 "," ? 16,341.64 "," ? 5,447.21 ",,
USR25018,VIDID-12-2025-71249,Educational,0:35:00,4513347,2632785:45:00,4, ? 200.00 ," ? 3,610,677.60 "," ? 2,708,008.20 "," ? 902,669.40 ",,
USR78177,VIDID-12-2025-78711,News,0:25:00,4818051,2007521:15:00,3, ? 400.00 ," ? 5,781,661.20 "," ? 4,336,245.90 "," ? 1,445,415.30 ",,
USR91041,VIDID-12-2025-98021,Political,0:20:00,1815665,605221:40:00,3, ? 50.00 ," ? 272,349.75 "," ? 204,262.31 "," ? 68,087.44 ",,
USR38248,VIDID-12-2025-35025,News,0:25:00,2335458,973107:30:00,3, ? 400.00 ," ? 2,802,549.60 "," ? 2,101,912.20 "," ? 700,637.40 ",,
USR50549,VIDID-12-2025-53033,News,0:25:00,4669196,1945498:20:00,3, ? 400.00 ," ? 5,603,035.20 "," ? 4,202,276.40 "," ? 1,400,758.80 ",,
USR89240,VIDID-12-2025-43159,News,0:25:00,3848328,1603470:00:00,3, ? 400.00 ," ? 4,617,993.60 "," ? 3,463,495.20 "," ? 1,154,498.40 ",,
USR50433,VIDID-12-2025-7394,ASMR,0:20:00,6684447,2228149:00:00,3, ? 150.00 ," ? 3,008,001.15 "," ? 2,256,000.86 "," ? 752,000.29 ",,
USR27170,VIDID-12-2025-60431,Technology,0:12:00,5502459,1100491:48:00,2, ? 500.00 ," ? 5,502,459.00 "," ? 4,126,844.25 "," ? 1,375,614.75 ",,
USR66151,VIDID-12-2025-75240,Gaming,1:00:00,3491052,3491052:00:00,8, ? 100.00 ," ? 2,792,841.60 "," ? 2,094,631.20 "," ? 698,210.40 ",,
USR78141,VIDID-12-2025-77912,News,0:25:00,6634598,2764415:50:00,3, ? 400.00 ," ? 7,961,517.60 "," ? 5,971,138.20 "," ? 1,990,379.40 ",,
USR50237,VIDID-12-2025-18353,Political,0:20:00,583700,194566:40:00,3, ? 50.00 ," ? 87,555.00 "," ? 65,666.25 "," ? 21,888.75 ",,
USR87594,VIDID-12-2025-92521,Educational,0:35:00,5360061,3126702:15:00,4, ? 200.00 ," ? 4,288,048.80 "," ? 3,216,036.60 "," ? 1,072,012.20 ",,
USR18057,VIDID-12-2025-30162,Political,0:20:00,3158470,1052823:20:00,3, ? 50.00 ," ? 473,770.50 "," ? 355,327.88 "," ? 118,442.63 ",,
USR61786,VIDID-12-2025-23756,Cooking,0:10:00,6364739,1060789:50:00,1, ? 300.00 ," ? 1,909,421.70 "," ? 1,432,066.28 "," ? 477,355.43 ",,
USR16429,VIDID-12-2025-20761,Gaming,1:00:00,7011840,7011840:00:00,8, ? 100.00 ," ? 5,609,472.00 "," ? 4,207,104.00 "," ? 1,402,368.00 ",,
USR60224,VIDID-12-2025-1133,Life Style,0:22:00,1199843,439942:26:00,3, ? 250.00 ," ? 899,882.25 "," ? 674,911.69 "," ? 224,970.56 ",,
USR48628,VIDID-12-2025-53656,Gaming,1:00:00,4025356,4025356:00:00,8, ? 100.00 ," ? 3,220,284.80 "," ? 2,415,213.60 "," ? 805,071.20 ",,
USR89588,VIDID-12-2025-40608,Political,0:20:00,4203208,1401069:20:00,3, ? 50.00 ," ? 630,481.20 "," ? 472,860.90 "," ? 157,620.30 ",,
USR83233,VIDID-12-2025-53934,Technology,0:12:00,3355022,671004:24:00,2, ? 500.00 ," ? 3,355,022.00 "," ? 2,516,266.50 "," ? 838,755.50 ",,
USR31315,VIDID-12-2025-9625,Life Style,0:22:00,9587205,3515308:30:00,3, ? 250.00 ," ? 7,190,403.75 "," ? 5,392,802.81 "," ? 1,797,600.94 ",,
USR69641,VIDID-12-2025-77437,Educational,0:35:00,6878932,4012710:20:00,4, ? 200.00 ," ? 5,503,145.60 "," ? 4,127,359.20 "," ? 1,375,786.40 ",,
USR44169,VIDID-12-2025-95749,Gaming,1:00:00,1158255,1158255:00:00,8, ? 100.00 ," ? 926,604.00 "," ? 694,953.00 "," ? 231,651.00 ",,
USR3752,VIDID-12-2025-71704,Educational,0:35:00,5494180,3204938:20:00,4, ? 200.00 ," ? 4,395,344.00 "," ? 3,296,508.00 "," ? 1,098,836.00 ",,
USR59405,VIDID-12-2025-35149,Entertainment,0:15:00,7853770,1963442:30:00,2, ? 350.00 ," ? 5,497,639.00 "," ? 4,123,229.25 "," ? 1,374,409.75 ",,
USR69512,VIDID-12-2025-97863,ASMR,0:20:00,869350,289783:20:00,3, ? 150.00 ," ? 391,207.50 "," ? 293,405.63 "," ? 97,801.88 ",,
USR58127,VIDID-12-2025-96293,Technology,0:12:00,8385507,1677101:24:00,2, ? 500.00 ," ? 8,385,507.00 "," ? 6,289,130.25 "," ? 2,096,376.75 ",,
USR1946,VIDID-12-2025-35892,Life Style,0:22:00,9345411,3426650:42:00,3, ? 250.00 ," ? 7,009,058.25 "," ? 5,256,793.69 "," ? 1,752,264.56 ",,
USR41085,VIDID-12-2025-19611,ASMR,0:20:00,3604691,1201563:40:00,3, ? 150.00 ," ? 1,622,110.95 "," ? 1,216,583.21 "," ? 405,527.74 ",,
USR21671,VIDID-12-2025-62029,Political,0:20:00,8424503,2808167:40:00,3, ? 50.00 ," ? 1,263,675.45 "," ? 947,756.59 "," ? 315,918.86 ",,
USR45314,VIDID-12-2025-46980,Gaming,1:00:00,8705847,8705847:00:00,8, ? 100.00 ," ? 6,964,677.60 "," ? 5,223,508.20 "," ? 1,741,169.40 ",,
USR4380,VIDID-12-2025-32371,Life Style,0:22:00,4391365,1610167:10:00,3, ? 250.00 ," ? 3,293,523.75 "," ? 2,470,142.81 "," ? 823,380.94 ",,
USR81569,VIDID-12-2025-35182,Political,0:20:00,4744898,1581632:40:00,3, ? 50.00 ," ? 711,734.70 "," ? 533,801.03 "," ? 177,933.68 ",,
USR74263,VIDID-12-2025-70498,Technology,0:12:00,1665217,333043:24:00,2, ? 500.00 ," ? 1,665,217.00 "," ? 1,248,912.75 "," ? 416,304.25 ",,
USR33072,VIDID-12-2025-21696,Gaming,1:00:00,9466150,9466150:00:00,8, ? 100.00 ," ? 7,572,920.00 "," ? 5,679,690.00 "," ? 1,893,230.00 ",,
USR37266,VIDID-12-2025-96336,Cooking,0:10:00,8083229,1347204:50:00,1, ? 300.00 ," ? 2,424,968.70 "," ? 1,818,726.53 "," ? 606,242.18 ",,
USR67636,VIDID-12-2025-34718,Entertainment,0:15:00,228324,57081:00:00,2, ? 350.00 ," ? 159,826.80 "," ? 119,870.10 "," ? 39,956.70 ",,
USR22407,VIDID-12-2025-84560,Life Style,0:22:00,9181550,3366568:20:00,3, ? 250.00 ," ? 6,886,162.50 "," ? 5,164,621.88 "," ? 1,721,540.63 ",,
USR98002,VIDID-12-2025-19476,Life Style,0:22:00,9946721,3647131:02:00,3, ? 250.00 ," ? 7,460,040.75 "," ? 5,595,030.56 "," ? 1,865,010.19 ",,
USR7879,VIDID-12-2025-12217,Gaming,1:00:00,1412626,1412626:00:00,8, ? 100.00 ," ? 1,130,100.80 "," ? 847,575.60 "," ? 282,525.20 ",,
USR39975,VIDID-12-2025-96404,Educational,0:35:00,6555452,3824013:40:00,4, ? 200.00 ," ? 5,244,361.60 "," ? 3,933,271.20 "," ? 1,311,090.40 ",,
USR47056,VIDID-12-2025-80157,Entertainment,0:15:00,8993544,2248386:00:00,2, ? 350.00 ," ? 6,295,480.80 "," ? 4,721,610.60 "," ? 1,573,870.20 ",,
USR69211,VIDID-12-2025-20371,Cooking,0:10:00,4462721,743786:50:00,1, ? 300.00 ," ? 1,338,816.30 "," ? 1,004,112.23 "," ? 334,704.08 ",,
USR49462,VIDID-12-2025-89625,Educational,0:35:00,4761745,2777684:35:00,4, ? 200.00 ," ? 3,809,396.00 "," ? 2,857,047.00 "," ? 952,349.00 ",,
USR34770,VIDID-12-2025-6175,News,0:25:00,8620278,3591782:30:00,3, ? 400.00 ," ? 10,344,333.60 "," ? 7,758,250.20 "," ? 2,586,083.40 ",,
USR28468,VIDID-12-2025-65561,Cooking,0:10:00,3216845,536140:50:00,1, ? 300.00 ," ? 965,053.50 "," ? 723,790.13 "," ? 241,263.38 ",,
USR89773,VIDID-12-2025-49340,Educational,0:35:00,2451953,1430305:55:00,4, ? 200.00 ," ? 1,961,562.40 "," ? 1,471,171.80 "," ? 490,390.60 ",,
USR55615,VIDID-12-2025-96323,Life Style,0:22:00,9801319,3593816:58:00,3, ? 250.00 ," ? 7,350,989.25 "," ? 5,513,241.94 "," ? 1,837,747.31 ",,
USR3075,VIDID-12-2025-35333,Educational,0:35:00,5964174,3479101:30:00,4, ? 200.00 ," ? 4,771,339.20 "," ? 3,578,504.40 "," ? 1,192,834.80 ",,
USR38485,VIDID-12-2025-20825,News,0:25:00,1303042,542934:10:00,3, ? 400.00 ," ? 1,563,650.40 "," ? 1,172,737.80 "," ? 390,912.60 ",,
USR54649,VIDID-12-2025-79738,Gaming,1:00:00,9192095,9192095:00:00,8, ? 100.00 ," ? 7,353,676.00 "," ? 5,515,257.00 "," ? 1,838,419.00 ",,
USR48549,VIDID-12-2025-90496,Cooking,0:10:00,5994999,999166:30:00,1, ? 300.00 ," ? 1,798,499.70 "," ? 1,348,874.78 "," ? 449,624.93 ",,
USR95617,VIDID-12-2025-54348,Educational,0:35:00,4099546,2391401:50:00,4, ? 200.00 ," ? 3,279,636.80 "," ? 2,459,727.60 "," ? 819,909.20 ",,
USR3100,VIDID-12-2025-97673,ASMR,0:20:00,166149,55383:00:00,3, ? 150.00 ," ? 74,767.05 "," ? 56,075.29 "," ? 18,691.76 ",,
USR8520,VIDID-12-2025-74665,Technology,0:12:00,6615377,1323075:24:00,2, ? 500.00 ," ? 6,615,377.00 "," ? 4,961,532.75 "," ? 1,653,844.25 ",,
USR89724,VIDID-12-2025-95469,News,0:25:00,275644,114851:40:00,3, ? 400.00 ," ? 330,772.80 "," ? 248,079.60 "," ? 82,693.20 ",,
USR54959,VIDID-12-2025-84941,Cooking,0:10:00,5978893,996482:10:00,1, ? 300.00 ," ? 1,793,667.90 "," ? 1,345,250.93 "," ? 448,416.98 ",,
USR31945,VIDID-12-2025-68314,Educational,0:35:00,855830,499234:10:00,4, ? 200.00 ," ? 684,664.00 "," ? 513,498.00 "," ? 171,166.00 ",,
USR63260,VIDID-12-2025-55742,News,0:25:00,9665321,4027217:05:00,3, ? 400.00 ," ? 11,598,385.20 "," ? 8,698,788.90 "," ? 2,899,596.30 ",,
USR90305,VIDID-12-2025-81335,Political,0:20:00,7281108,2427036:00:00,3, ? 50.00 ," ? 1,092,166.20 "," ? 819,124.65 "," ? 273,041.55 ",,
USR29478,VIDID-12-2025-12396,News,0:25:00,9622406,4009335:50:00,3, ? 400.00 ," ? 11,546,887.20 "," ? 8,660,165.40 "," ? 2,886,721.80 ",,
USR19680,VIDID-12-2025-20380,Technology,0:12:00,9028909,1805781:48:00,2, ? 500.00 ," ? 9,028,909.00 "," ? 6,771,681.75 "," ? 2,257,227.25 ",,
USR46245,VIDID-12-2025-91887,Educational,0:35:00,8569832,4999068:40:00,4, ? 200.00 ," ? 6,855,865.60 "," ? 5,141,899.20 "," ? 1,713,966.40 ",,
USR21334,VIDID-12-2025-91038,Political,0:20:00,1055488,351829:20:00,3, ? 50.00 ," ? 158,323.20 "," ? 118,742.40 "," ? 39,580.80 ",,
USR23720,VIDID-12-2025-4587,Cooking,0:10:00,3934532,655755:20:00,1, ? 300.00 ," ? 1,180,359.60 "," ? 885,269.70 "," ? 295,089.90 ",,
USR72802,VIDID-12-2025-84149,Life Style,0:22:00,7100851,2603645:22:00,3, ? 250.00 ," ? 5,325,638.25 "," ? 3,994,228.69 "," ? 1,331,409.56 ",,
USR95246,VIDID-12-2025-72157,Cooking,0:10:00,1375635,229272:30:00,1, ? 300.00 ," ? 412,690.50 "," ? 309,517.88 "," ? 103,172.63 ",,
USR42080,VIDID-12-2025-45947,ASMR,0:20:00,2411239,803746:20:00,3, ? 150.00 ," ? 1,085,057.55 "," ? 813,793.16 "," ? 271,264.39 ",,
USR52885,VIDID-12-2025-62299,Life Style,0:22:00,3391135,1243416:10:00,3, ? 250.00 ," ? 2,543,351.25 "," ? 1,907,513.44 "," ? 635,837.81 ",,
USR93946,VIDID-12-2025-96017,Political,0:20:00,1059334,353111:20:00,3, ? 50.00 ," ? 158,900.10 "," ? 119,175.08 "," ? 39,725.03 ",,
USR62413,VIDID-12-2025-12422,Entertainment,0:15:00,6435586,1608896:30:00,2, ? 350.00 ," ? 4,504,910.20 "," ? 3,378,682.65 "," ? 1,126,227.55 ",,
USR90873,VIDID-12-2025-32528,Gaming,1:00:00,3811322,3811322:00:00,8, ? 100.00 ," ? 3,049,057.60 "," ? 2,286,793.20 "," ? 762,264.40 ",,
USR60398,VIDID-12-2025-40134,News,0:25:00,8357417,3482257:05:00,3, ? 400.00 ," ? 10,028,900.40 "," ? 7,521,675.30 "," ? 2,507,225.10 ",,
