User ID,Video ID,Upload Date,Content Type,Video Length,Total Views,Total Watchtime,Likes,Dislikes
USR99667,VIDID-12-2025-5507,15-12-2025,ASMR,0:20:00,4031348,1343782:40:00,842732,846655
USR84772,VIDID-12-2025-87973,22-12-2025,Educational,0:35:00,6069824,3540730:40:00,793622,521221
USR23469,VIDID-12-2025-83676,27-12-2025,Cooking,0:10:00,1032884,172147:20:00,855327,536601
USR93274,VIDID-12-2025-28832,06-12-2025,Gaming,1:00:00,6829064,6829064:00:00,104316,196454
USR23929,VIDID-12-2025-68967,01-12-2025,ASMR,0:20:00,9592343,3197447:40:00,274467,546603
USR63115,VIDID-12-2025-58157,17-12-2025,ASMR,0:20:00,3347849,1115949:40:00,491243,277590
USR70823,VIDID-12-2025-31749,13-12-2025,Technology,0:12:00,6645012,1329002:24:00,953968,547663
USR95768,VIDID-12-2025-27066,03-12-2025,Entertainment,0:15:00,2035664,508916:00:00,506940,524447
USR86620,VIDID-12-2025-42678,02-12-2025,Life Style,0:22:00,9381577,3439911:34:00,979369,322900
USR59592,VIDID-12-2025-2617,12-12-2025,Political,0:20:00,5838962,1946320:40:00,29574,419059
USR34389,VIDID-12-2025-67153,16-12-2025,Entertainment,0:15:00,8739733,2184933:15:00,827549,661879
USR34739,VIDID-12-2025-59339,17-12-2025,ASMR,0:20:00,6300495,2100165:00:00,681218,703197
USR25202,VIDID-12-2025-3137,23-12-2025,Entertainment,0:15:00,2109770,527442:30:00,200691,422531
USR6714,VIDID-12-2025-7170,09-12-2025,Entertainment,0:15:00,1620115,405028:45:00,148603,795959
USR23409,VIDID-12-2025-27077,17-12-2025,News,0:25:00,1013668,422361:40:00,222706,138764
USR16385,VIDID-12-2025-23036,11-12-2025,News,0:25:00,1018750,424479:10:00,85471,871124
USR34435,VIDID-12-2025-24214,22-12-2025,Educational,0:35:00,777355,453457:05:00,139435,539417
USR49162,VIDID-12-2025-95616,23-12-2025,Gaming,1:00:00,4107611,4107611:00:00,664220,582461
USR33427,VIDID-12-2025-65254,30-12-2025,Life Style,0:22:00,4036767,1480147:54:00,367834,631442
USR44835,VIDID-12-2025-3796,20-12-2025,Political,0:20:00,8590702,2863567:20:00,895970,500643
USR54698,VIDID-12-2025-3863,14-12-2025,Political,0:20:00,3044564,1014854:40:00,890007,880542
USR98747,VIDID-12-2025-4191,16-12-2025,Life Style,0:22:00,8268467,3031771:14:00,98278,827230
USR40749,VIDID-12-2025-97066,16-12-2025,Educational,0:35:00,2469876,1440761:00:00,611081,747350
USR87572,VIDID-12-2025-95866,03-12-2025,Cooking,0:10:00,313035,52172:30:00,907622,818349
USR2524,VIDID-12-2025-83668,08-12-2025,Political,0:20:00,8571482,2857160:40:00,946832,246128
USR33752,VIDID-12-2025-62848,10-12-2025,Political,0:20:00,5256423,1752141:00:00,381217,181952
USR71313,VIDID-12-2025-10117,07-12-2025,Life Style,0:22:00,1336626,490096:12:00,907027,641106
USR67010,VIDID-12-2025-93292,02-12-2025,Entertainment,0:15:00,8863453,2215863:15:00,278371,428815
USR67697,VIDID-12-2025-56499,17-12-2025,Entertainment,0:15:00,4946122,1236530:30:00,242184,83746
USR51895,VIDID-12-2025-82248,24-12-2025,Life Style,0:22:00,5236125,1919912:30:00,364129,979138
USR27505,VIDID-12-2025-99856,02-12-2025,Life Style,0:22:00,5146403,1887014:26:00,726895,810784
USR58189,VIDID-12-2025-92516,16-12-2025,Gaming,1:00:00,1691179,1691179:00:00,937789,370471
USR62949,VIDID-12-2025-7844,22-12-2025,News,0:25:00,5360846,2233685:50:00,301369,756087
USR38519,VIDID-12-2025-19973,18-12-2025,Technology,0:12:00,9672665,1934533:00:00,877194,986133
USR57902,VIDID-12-2025-37052,15-12-2025,Life Style,0:22:00,1768965,648620:30:00,960568,514721
USR47727,VIDID-12-2025-21052,06-12-2025,Life Style,0:22:00,600684,220250:48:00,481779,568406
USR56294,VIDID-12-2025-91458,26-12-2025,Educational,0:35:00,4250405,2479402:55:00,568380,795995
USR32374,VIDID-12-2025-33994,19-12-2025,Cooking,0:10:00,8015889,1335981:30:00,235956,425347
USR74987,VIDID-12-2025-82742,21-12-2025,Technology,0:12:00,8055717,1611143:24:00,360699,92903
USR72827,VIDID-12-2025-4498,24-12-2025,Life Style,0:22:00,870449,319164:38:00,142124,465638
USR13628,VIDID-12-2025-95503,26-12-2025,ASMR,0:20:00,1560371,520123:40:00,444345,92476
USR29738,VIDID-12-2025-65221,01-12-2025,Entertainment,0:15:00,6632864,1658216:00:00,611959,484251
USR60164,VIDID-12-2025-50123,22-12-2025,News,0:25:00,1417650,590687:30:00,88463,927134
USR90945,VIDID-12-2025-99920,27-12-2025,Educational,0:35:00,5298302,3090676:10:00,278034,814013
USR981,VIDID-12-2025-2633,24-12-2025,Political,0:20:00,4836100,1612033:20:00,76190,666745
USR63375,VIDID-12-2025-94876,21-12-2025,Political,0:20:00,2957253,985751:00:00,217421,362083
USR29803,VIDID-12-2025-88172,20-12-2025,Life Style,0:22:00,7661563,2809239:46:00,244839,683579
USR19661,VIDID-12-2025-79935,22-12-2025,Political,0:20:00,4012482,1337494:00:00,780827,270264
USR26381,VIDID-12-2025-49292,21-12-2025,Life Style,0:22:00,9294153,3407856:06:00,880148,162373
USR19475,VIDID-12-2025-32496,26-12-2025,Political,0:20:00,1783846,594615:20:00,449935,795820
USR82332,VIDID-12-2025-39195,29-12-2025,Gaming,1:00:00,5904936,5904936:00:00,98537,501184
USR8525,VIDID-12-2025-70037,21-12-2025,Educational,0:35:00,6930959,4043059:25:00,673772,689093
USR57168,VIDID-12-2025-37071,09-12-2025,Life Style,0:22:00,8293165,3040827:10:00,124597,333725
USR86126,VIDID-12-2025-91516,22-12-2025,Educational,0:35:00,8242671,4808224:45:00,112590,318650
USR32647,VIDID-12-2025-36736,23-12-2025,Cooking,0:10:00,3983926,663987:40:00,409305,165336
USR21004,VIDID-12-2025-22955,12-12-2025,News,0:25:00,3438197,1432582:05:00,644398,63370
USR42489,VIDID-12-2025-14665,17-12-2025,Gaming,1:00:00,368258,368258:00:00,979795,818147
USR60951,VIDID-12-2025-968,21-12-2025,Gaming,1:00:00,8814664,8814664:00:00,172087,910962
USR94273,VIDID-12-2025-47592,14-12-2025,Political,0:20:00,4895827,1631942:20:00,117184,143610
USR76706,VIDID-12-2025-29347,04-12-2025,News,0:25:00,1504551,626896:15:00,719259,830824
USR53785,VIDID-12-2025-44471,12-12-2025,ASMR,0:20:00,4018478,1339492:40:00,877307,98681
USR66433,VIDID-12-2025-79844,08-12-2025,Educational,0:35:00,5660957,3302224:55:00,928227,52580
USR95879,VIDID-12-2025-76162,19-12-2025,Educational,0:35:00,8448887,4928517:25:00,662145,936445
USR94284,VIDID-12-2025-14423,29-12-2025,Gaming,1:00:00,8283302,8283302:00:00,632607,482099
USR51137,VIDID-12-2025-8824,05-12-2025,Entertainment,0:15:00,6333604,1583401:00:00,160485,362189
USR7042,VIDID-12-2025-11219,20-12-2025,News,0:25:00,6071479,2529782:55:00,310128,878007
USR94506,VIDID-12-2025-50952,09-12-2025,News,0:25:00,5216857,2173690:25:00,166002,880295
USR55564,VIDID-12-2025-88352,21-12-2025,Entertainment,0:15:00,7970593,1992648:15:00,131063,92239
USR13252,VIDID-12-2025-12757,27-12-2025,Technology,0:12:00,8429436,1685887:12:00,714280,922231
USR55684,VIDID-12-2025-26390,15-12-2025,ASMR,0:20:00,3517055,1172351:40:00,18603,550702
USR48613,VIDID-12-2025-69944,01-12-2025,Political,0:20:00,9427098,3142366:00:00,400545,248776
USR84166,VIDID-12-2025-58964,08-12-2025,Entertainment,0:15:00,1969510,492377:30:00,495433,768604
USR17606,VIDID-12-2025-7360,15-12-2025,News,0:25:00,9428976,3928740:00:00,502626,104495
USR39757,VIDID-12-2025-85164,28-12-2025,Gaming,1:00:00,9297465,9297465:00:00,435422,814239
USR45437,VIDID-12-2025-61571,06-12-2025,ASMR,0:20:00,9473736,3157912:00:00,758784,984532
USR22761,VIDID-12-2025-2305,07-12-2025,Political,0:20:00,992642,330880:40:00,793834,72204
USR59719,VIDID-12-2025-34163,09-12-2025,Educational,0:35:00,9980451,5821929:45:00,513162,721653
USR27694,VIDID-12-2025-89030,03-12-2025,Entertainment,0:15:00,8225312,2056328:00:00,171988,28936
USR86333,VIDID-12-2025-91590,14-12-2025,Gaming,1:00:00,2071524,2071524:00:00,364395,553291
USR46719,VIDID-12-2025-59613,07-12-2025,Technology,0:12:00,9505988,1901197:36:00,594650,247672
USR5592,VIDID-12-2025-34337,14-12-2025,News,0:25:00,9643169,4017987:05:00,386962,280893
USR42050,VIDID-12-2025-2134,20-12-2025,Political,0:20:00,1492873,497624:20:00,887950,685646
USR73313,VIDID-12-2025-77751,25-12-2025,News,0:25:00,1845251,768854:35:00,373028,916442
USR89072,VIDID-12-2025-95291,17-12-2025,Educational,0:35:00,8663480,5053696:40:00,4823,302799
USR59791,VIDID-12-2025-72063,07-12-2025,Technology,0:12:00,6011198,1202239:36:00,221557,947134
USR13272,VIDID-12-2025-65704,19-12-2025,Gaming,1:00:00,9647170,9647170:00:00,818118,261032
USR10913,VIDID-12-2025-75510,07-12-2025,Educational,0:35:00,962195,561280:25:00,549454,484783
USR47148,VIDID-12-2025-79713,04-12-2025,Technology,0:12:00,416341,83268:12:00,487601,422070
USR99846,VIDID-12-2025-59104,06-12-2025,Entertainment,0:15:00,7958984,1989746:00:00,681696,803147
USR74689,VIDID-12-2025-77116,07-12-2025,Educational,0:35:00,3981954,2322806:30:00,44370,683558
USR86463,VIDID-12-2025-34226,31-12-2025,Cooking,0:10:00,2475581,412596:50:00,271178,718122
USR50105,VIDID-12-2025-41192,14-12-2025,Educational,0:35:00,2394542,1396816:10:00,864411,200361
USR39996,VIDID-12-2025-12250,19-12-2025,ASMR,0:20:00,3294415,1098138:20:00,293915,227217
USR66461,VIDID-12-2025-10450,23-12-2025,Gaming,1:00:00,3194362,3194362:00:00,898493,543658
USR50895,VIDID-12-2025-94868,21-12-2025,Technology,0:12:00,435379,87075:48:00,974393,289517
USR14557,VIDID-12-2025-7950,08-12-2025,Life Style,0:22:00,9213940,3378444:40:00,524999,113435
USR73289,VIDID-12-2025-80331,03-12-2025,Cooking,0:10:00,7098275,1183045:50:00,47789,914886
USR41341,VIDID-12-2025-91638,16-12-2025,Entertainment,0:15:00,2795451,698862:45:00,797256,52685
USR7320,VIDID-12-2025-94278,13-12-2025,Cooking,0:10:00,3063895,510649:10:00,75298,746257
USR60534,VIDID-12-2025-84996,22-12-2025,Cooking,0:10:00,8266640,1377773:20:00,447940,769050
USR42359,VIDID-12-2025-16125,02-12-2025,Technology,0:12:00,3633198,726639:36:00,649738,112171
USR74828,VIDID-12-2025-25533,19-12-2025,Educational,0:35:00,7566710,4413914:10:00,49468,901210
USR83747,VIDID-12-2025-69251,28-12-2025,Life Style,0:22:00,1086853,398512:46:00,5878,910548
USR29034,VIDID-12-2025-4127,23-12-2025,Cooking,0:10:00,658037,109672:50:00,963802,231535
USR35854,VIDID-12-2025-10438,18-12-2025,Technology,0:12:00,9850933,1970186:36:00,956939,756678
USR52889,VIDID-12-2025-76239,06-12-2025,Gaming,1:00:00,4772519,4772519:00:00,301653,672847
USR58523,VIDID-12-2025-9838,23-12-2025,Entertainment,0:15:00,8696802,2174200:30:00,169055,618458
USR53006,VIDID-12-2025-3983,17-12-2025,Political,0:20:00,6988203,2329401:00:00,618633,926846
USR70964,VIDID-12-2025-49264,06-12-2025,Technology,0:12:00,4210052,842010:24:00,924730,866316
USR85001,VIDID-12-2025-79827,31-12-2025,Gaming,1:00:00,5826389,5826389:00:00,182596,271706
USR78194,VIDID-12-2025-65411,24-12-2025,Cooking,0:10:00,7322970,1220495:00:00,660289,964248
USR78998,VIDID-12-2025-52008,12-12-2025,Technology,0:12:00,3716828,743365:36:00,86348,251430
USR88038,VIDID-12-2025-27037,13-12-2025,Entertainment,0:15:00,5548882,1387220:30:00,354037,241053
USR52932,VIDID-12-2025-23566,29-12-2025,Political,0:20:00,9755523,3251841:00:00,948908,449119
USR8014,VIDID-12-2025-45454,26-12-2025,News,0:25:00,3103028,1292928:20:00,280536,873049
USR14670,VIDID-12-2025-81895,13-12-2025,News,0:25:00,363372,151405:00:00,676737,565937
USR73932,VIDID-12-2025-9154,07-12-2025,Cooking,0:10:00,1652659,275443:10:00,797142,83086
USR10594,VIDID-12-2025-94916,13-12-2025,Life Style,0:22:00,6879608,2522522:56:00,763665,636919
USR77951,VIDID-12-2025-74992,12-12-2025,Life Style,0:22:00,9079146,3329020:12:00,557592,194235
USR40757,VIDID-12-2025-1400,23-12-2025,News,0:25:00,3216885,1340368:45:00,574177,526120
USR94251,VIDID-12-2025-19654,08-12-2025,ASMR,0:20:00,4694316,1564772:00:00,436278,340190
USR38982,VIDID-12-2025-7966,08-12-2025,Entertainment,0:15:00,5715191,1428797:45:00,691552,99779
USR5143,VIDID-12-2025-54937,29-12-2025,Life Style,0:22:00,8546913,3133868:06:00,569208,302079
USR74766,VIDID-12-2025-65711,22-12-2025,Life Style,0:22:00,6551904,2402364:48:00,569787,591898
USR66935,VIDID-12-2025-2522,11-12-2025,ASMR,0:20:00,3904118,1301372:40:00,835696,90665
USR18914,VIDID-12-2025-78517,30-12-2025,Entertainment,0:15:00,8101580,2025395:00:00,788611,434511
USR58731,VIDID-12-2025-55990,21-12-2025,ASMR,0:20:00,9812614,3270871:20:00,950379,641364
USR96056,VIDID-12-2025-88125,17-12-2025,Cooking,0:10:00,1700905,283484:10:00,717471,785224
USR54348,VIDID-12-2025-51852,23-12-2025,Life Style,0:22:00,1204616,441692:32:00,779720,458159
USR12380,VIDID-12-2025-81490,14-12-2025,Life Style,0:22:00,6949637,2548200:14:00,708320,147367
USR74678,VIDID-12-2025-62076,11-12-2025,Political,0:20:00,5122274,1707424:40:00,32398,957070
USR71882,VIDID-12-2025-32333,17-12-2025,ASMR,0:20:00,3663709,1221236:20:00,705186,871529
USR85464,VIDID-12-2025-23928,03-12-2025,Political,0:20:00,1019103,339701:00:00,513111,340234
USR41203,VIDID-12-2025-60428,30-12-2025,Technology,0:12:00,5559489,1111897:48:00,642735,595350
USR66161,VIDID-12-2025-62585,28-12-2025,Life Style,0:22:00,4747095,1740601:30:00,664632,951181
USR57249,VIDID-12-2025-93945,15-12-2025,Educational,0:35:00,1343072,783458:40:00,153203,260352
USR10578,VIDID-12-2025-59723,02-12-2025,Technology,0:12:00,6599766,1319953:12:00,118046,841947
USR62177,VIDID-12-2025-9207,17-12-2025,ASMR,0:20:00,3122766,1040922:00:00,179296,526954
USR41933,VIDID-12-2025-55524,18-12-2025,News,0:25:00,9403308,3918045:00:00,554099,361384
USR39184,VIDID-12-2025-68820,22-12-2025,Entertainment,0:15:00,287927,71981:45:00,125514,885133
USR30632,VIDID-12-2025-52846,16-12-2025,Educational,0:35:00,9191995,5361997:05:00,754829,85412
USR40823,VIDID-12-2025-42869,24-12-2025,Entertainment,0:15:00,3066720,766680:00:00,625702,298672
USR56541,VIDID-12-2025-90480,28-12-2025,Entertainment,0:15:00,9939663,2484915:45:00,368030,791770
USR65293,VIDID-12-2025-16517,03-12-2025,Life Style,0:22:00,3458112,1267974:24:00,256574,944881
USR45960,VIDID-12-2025-43824,22-12-2025,Political,0:20:00,6132661,2044220:20:00,990040,311164
USR83824,VIDID-12-2025-40273,06-12-2025,News,0:25:00,937384,390576:40:00,460676,720372
USR41615,VIDID-12-2025-24129,20-12-2025,Entertainment,0:15:00,4560173,1140043:15:00,853839,626059
USR2082,VIDID-12-2025-4315,26-12-2025,Life Style,0:22:00,6941854,2545346:28:00,445865,36929
USR30276,VIDID-12-2025-23128,15-12-2025,News,0:25:00,9324906,3885377:30:00,973878,523411
USR56406,VIDID-12-2025-47262,19-12-2025,Entertainment,0:15:00,3855005,963751:15:00,95661,134728
USR59819,VIDID-12-2025-50579,27-12-2025,Technology,0:12:00,2945176,589035:12:00,413129,2421
USR47715,VIDID-12-2025-60781,12-12-2025,Gaming,1:00:00,6266689,6266689:00:00,316812,124868
USR75792,VIDID-12-2025-42680,26-12-2025,ASMR,0:20:00,5904236,1968078:40:00,883733,571629
USR40846,VIDID-12-2025-16822,06-12-2025,News,0:25:00,1954501,814375:25:00,299100,202640
USR10044,VIDID-12-2025-20229,04-12-2025,ASMR,0:20:00,4622112,1540704:00:00,961466,835611
USR84360,VIDID-12-2025-83278,03-12-2025,ASMR,0:20:00,1924193,641397:40:00,491327,417373
USR52247,VIDID-12-2025-15669,12-12-2025,News,0:25:00,6059862,2524942:30:00,293445,485712
USR15805,VIDID-12-2025-4461,29-12-2025,Cooking,0:10:00,9660669,1610111:30:00,915853,811873
USR31572,VIDID-12-2025-36655,25-12-2025,Political,0:20:00,3164556,1054852:00:00,413613,894596
USR66252,VIDID-12-2025-913,28-12-2025,Political,0:20:00,6478770,2159590:00:00,856,335397
USR51712,VIDID-12-2025-71785,20-12-2025,News,0:25:00,6693319,2788882:55:00,328900,442247
USR91202,VIDID-12-2025-18737,28-12-2025,Entertainment,0:15:00,2943303,735825:45:00,319418,822066
USR45352,VIDID-12-2025-24983,30-12-2025,Life Style,0:22:00,7396508,2712052:56:00,783216,178104
USR91416,VIDID-12-2025-4062,02-12-2025,Entertainment,0:15:00,5996445,1499111:15:00,154605,737741
USR96715,VIDID-12-2025-7253,25-12-2025,Educational,0:35:00,6590853,3844664:15:00,974339,849521
USR6197,VIDID-12-2025-37480,23-12-2025,Entertainment,0:15:00,3184101,796025:15:00,842144,56158
USR19997,VIDID-12-2025-75859,07-12-2025,Life Style,0:22:00,139037,50980:14:00,61703,131594
USR79410,VIDID-12-2025-22899,12-12-2025,Life Style,0:22:00,1174039,430480:58:00,213054,144645
USR61959,VIDID-12-2025-16085,09-12-2025,Technology,0:12:00,8154282,1630856:24:00,950503,581944
USR28770,VIDID-12-2025-60381,26-12-2025,ASMR,0:20:00,5982290,1994096:40:00,365340,664692
USR84094,VIDID-12-2025-75211,01-12-2025,Gaming,1:00:00,2416104,2416104:00:00,294985,149127
USR38865,VIDID-12-2025-90519,27-12-2025,Technology,0:12:00,4246775,849355:00:00,766422,262889
USR11690,VIDID-12-2025-57652,27-12-2025,Technology,0:12:00,1370713,274142:36:00,634217,644741
USR91452,VIDID-12-2025-81711,22-12-2025,Educational,0:35:00,1287697,751156:35:00,276893,423038
USR59809,VIDID-12-2025-4057,29-12-2025,ASMR,0:20:00,7405880,2468626:40:00,329753,52387
USR64526,VIDID-12-2025-93257,07-12-2025,Educational,0:35:00,4019774,2344868:10:00,836048,786912
USR91521,VIDID-12-2025-26412,17-12-2025,Cooking,0:10:00,6882005,1147000:50:00,271777,121560
USR22580,VIDID-12-2025-11790,09-12-2025,Educational,0:35:00,5131925,2993622:55:00,920668,795280
USR58344,VIDID-12-2025-50540,10-12-2025,Technology,0:12:00,2357980,471596:00:00,484325,654155
USR60489,VIDID-12-2025-38094,18-12-2025,News,0:25:00,6004058,2501690:50:00,651040,758595
USR79137,VIDID-12-2025-49270,10-12-2025,Life Style,0:22:00,10485,3844:30:00,171223,413475
USR88880,VIDID-12-2025-55791,10-12-2025,Entertainment,0:15:00,6693890,1673472:30:00,741396,895684
USR87861,VIDID-12-2025-21854,26-12-2025,ASMR,0:20:00,319348,106449:20:00,451008,918062
USR46533,VIDID-12-2025-47249,13-12-2025,Gaming,1:00:00,9467031,9467031:00:00,880580,589849
USR65940,VIDID-12-2025-32690,27-12-2025,Political,0:20:00,7827687,2609229:00:00,350890,210445
USR6541,VIDID-12-2025-56252,12-12-2025,Entertainment,0:15:00,9249485,2312371:15:00,667856,61482
USR81060,VIDID-12-2025-65730,04-12-2025,Entertainment,0:15:00,3971585,992896:15:00,119835,168103
USR21598,VIDID-12-2025-52932,23-12-2025,Cooking,0:10:00,1546278,257713:00:00,918314,679534
USR84231,VIDID-12-2025-1418,30-12-2025,Technology,0:12:00,1459587,291917:24:00,73097,567587
USR6545,VIDID-12-2025-20580,16-12-2025,Cooking,0:10:00,4041299,673549:50:00,650773,670812
USR4092,VIDID-12-2025-45471,25-12-2025,Educational,0:35:00,2305110,1344647:30:00,359837,929612
USR26185,VIDID-12-2025-3840,21-12-2025,Life Style,0:22:00,6248595,2291151:30:00,601704,22795
USR46904,VIDID-12-2025-93434,28-12-2025,Technology,0:12:00,423509,84701:48:00,722707,464360
USR31355,VIDID-12-2025-11110,29-12-2025,Technology,0:12:00,9641102,1928220:24:00,687306,423110
USR53126,VIDID-12-2025-16244,17-12-2025,News,0:25:00,3978368,1657653:20:00,52333,839386
USR61408,VIDID-12-2025-9403,27-12-2025,Entertainment,0:15:00,6918565,1729641:15:00,967562,280169
USR98548,VIDID-12-2025-76994,02-12-2025,ASMR,0:20:00,3056506,1018835:20:00,405561,117460
USR30959,VIDID-12-2025-69708,06-12-2025,Life Style,0:22:00,2801005,1027035:10:00,573740,817051
USR34033,VIDID-12-2025-59205,22-12-2025,Political,0:20:00,8068025,2689341:40:00,77994,89499
USR90315,VIDID-12-2025-6658,11-12-2025,Political,0:20:00,6908712,2302904:00:00,207139,18945
USR87645,VIDID-12-2025-89031,19-12-2025,ASMR,0:20:00,61979,20659:40:00,505187,514061
USR62062,VIDID-12-2025-38237,04-12-2025,ASMR,0:20:00,9553567,3184522:20:00,938450,874892
USR97468,VIDID-12-2025-70923,11-12-2025,ASMR,0:20:00,1181305,393768:20:00,10410,252282
USR85831,VIDID-12-2025-13070,12-12-2025,News,0:25:00,3532837,1472015:25:00,449511,27246
USR96229,VIDID-12-2025-73557,24-12-2025,ASMR,0:20:00,7533127,2511042:20:00,812062,336557
USR12053,VIDID-12-2025-65527,28-12-2025,News,0:25:00,9534434,3972680:50:00,506043,2470
USR577,VIDID-12-2025-99601,06-12-2025,Technology,0:12:00,3053865,610773:00:00,286502,24677
USR68618,VIDID-12-2025-82497,28-12-2025,Technology,0:12:00,228184,45636:48:00,216414,615173
USR66063,VIDID-12-2025-96692,31-12-2025,Technology,0:12:00,33234,6646:48:00,301302,612332
USR80553,VIDID-12-2025-47275,18-12-2025,Political,0:20:00,4586245,1528748:20:00,255875,940270
USR2847,VIDID-12-2025-16211,30-12-2025,Political,0:20:00,9462181,3154060:20:00,508202,701358
USR36965,VIDID-12-2025-94948,09-12-2025,Entertainment,0:15:00,3553659,888414:45:00,10857,569472
USR16919,VIDID-12-2025-51648,15-12-2025,Educational,0:35:00,1272434,742253:10:00,438392,613191
USR67831,VIDID-12-2025-59029,24-12-2025,Gaming,1:00:00,4641052,4641052:00:00,588490,807699
USR97359,VIDID-12-2025-31920,01-12-2025,Cooking,0:10:00,8776331,1462721:50:00,491977,602796
USR97799,VIDID-12-2025-60208,12-12-2025,Life Style,0:22:00,4878660,1788842:00:00,513835,464471
USR84554,VIDID-12-2025-48173,03-12-2025,Political,0:20:00,3121795,1040598:20:00,816403,6726
USR45598,VIDID-12-2025-90354,15-12-2025,ASMR,0:20:00,8833522,2944507:20:00,434678,28187
USR56948,VIDID-12-2025-70306,18-12-2025,News,0:25:00,2953106,1230460:50:00,623560,384877
USR9642,VIDID-12-2025-83708,25-12-2025,Gaming,1:00:00,3133132,3133132:00:00,111135,197143
USR57830,VIDID-12-2025-90443,05-12-2025,ASMR,0:20:00,6688129,2229376:20:00,398014,584713
USR93572,VIDID-12-2025-34881,31-12-2025,Technology,0:12:00,4114823,822964:36:00,329026,755078
USR23466,VIDID-12-2025-38709,10-12-2025,ASMR,0:20:00,7035787,2345262:20:00,105138,725198
USR62170,VIDID-12-2025-48437,09-12-2025,Educational,0:35:00,3937112,2296648:40:00,597051,163955
USR51542,VIDID-12-2025-58915,26-12-2025,Life Style,0:22:00,4644043,1702815:46:00,615906,565282
USR93950,VIDID-12-2025-18691,13-12-2025,Educational,0:35:00,4320442,2520257:50:00,169277,138560
USR57350,VIDID-12-2025-11105,25-12-2025,Gaming,1:00:00,6722818,6722818:00:00,346938,334033
USR79728,VIDID-12-2025-97039,24-12-2025,Technology,0:12:00,7466553,1493310:36:00,680076,654766
USR90611,VIDID-12-2025-25309,14-12-2025,News,0:25:00,6093930,2539137:30:00,366312,904976
USR22260,VIDID-12-2025-30779,06-12-2025,Cooking,0:10:00,5985455,997575:50:00,229427,722316
USR26102,VIDID-12-2025-97441,28-12-2025,Life Style,0:22:00,604230,221551:00:00,816994,328319
USR90245,VIDID-12-2025-80172,22-12-2025,Life Style,0:22:00,390967,143354:34:00,733899,687743
USR69058,VIDID-12-2025-51619,24-12-2025,Cooking,0:10:00,1249598,208266:20:00,485842,472518
USR20326,VIDID-12-2025-43371,22-12-2025,ASMR,0:20:00,8627325,2875775:00:00,978106,480060
USR42090,VIDID-12-2025-22542,24-12-2025,Life Style,0:22:00,8658143,3174652:26:00,756421,785396
USR91670,VIDID-12-2025-55082,11-12-2025,Gaming,1:00:00,7569300,7569300:00:00,580477,577668
USR1384,VIDID-12-2025-53222,17-12-2025,ASMR,0:20:00,2084778,694926:00:00,568662,959201
USR94322,VIDID-12-2025-47665,20-12-2025,ASMR,0:20:00,6869970,2289990:00:00,641442,679428
USR88150,VIDID-12-2025-32837,27-12-2025,Educational,0:35:00,2721122,1587321:10:00,77203,78538
USR84203,VIDID-12-2025-81963,29-12-2025,ASMR,0:20:00,3691926,1230642:00:00,991738,677901
USR45745,VIDID-12-2025-59480,16-12-2025,Life Style,0:22:00,7493777,2747718:14:00,520015,958092
USR18385,VIDID-12-2025-95681,30-12-2025,ASMR,0:20:00,3155631,1051877:00:00,232335,459090
USR5987,VIDID-12-2025-95747,31-12-2025,Gaming,1:00:00,3425954,3425954:00:00,757421,921807
USR60474,VIDID-12-2025-79866,24-12-2025,Educational,0:35:00,8632037,5035354:55:00,523538,846750
USR7180,VIDID-12-2025-83192,18-12-2025,Entertainment,0:15:00,8282283,2070570:45:00,782897,23107
USR54672,VIDID-12-2025-18978,07-12-2025,ASMR,0:20:00,5380638,1793546:00:00,602371,860445
USR3416,VIDID-12-2025-23511,23-12-2025,Entertainment,0:15:00,8675242,2168810:30:00,403402,891161
USR74256,VIDID-12-2025-18209,04-12-2025,Technology,0:12:00,6761892,1352378:24:00,974309,767290
USR27651,VIDID-12-2025-42430,17-12-2025,Gaming,1:00:00,6747425,6747425:00:00,731137,989372
USR7094,VIDID-12-2025-46486,02-12-2025,Technology,0:12:00,5941829,1188365:48:00,678065,885488
USR59224,VIDID-12-2025-51901,08-12-2025,Entertainment,0:15:00,7753456,1938364:00:00,797785,412382
USR42375,VIDID-12-2025-38844,17-12-2025,Technology,0:12:00,961740,192348:00:00,935582,458097
USR38442,VIDID-12-2025-91010,15-12-2025,Entertainment,0:15:00,1203092,300773:00:00,741226,360280
USR18676,VIDID-12-2025-95076,24-12-2025,Technology,0:12:00,2269374,453874:48:00,254579,181467
USR2220,VIDID-12-2025-50675,26-12-2025,Educational,0:35:00,1293817,754726:35:00,898213,579301
USR57088,VIDID-12-2025-95118,02-12-2025,Life Style,0:22:00,9880111,3622707:22:00,719144,218069
USR21943,VIDID-12-2025-51745,13-12-2025,Cooking,0:10:00,7133398,1188899:40:00,557328,518899
USR6174,VIDID-12-2025-85624,28-12-2025,Cooking,0:10:00,3473109,578851:30:00,454889,171558
USR43705,VIDID-12-2025-71395,13-12-2025,Cooking,0:10:00,1764025,294004:10:00,234171,860993
USR17896,VIDID-12-2025-24749,12-12-2025,Gaming,1:00:00,4040147,4040147:00:00,218701,109479
USR63619,VIDID-12-2025-67995,19-12-2025,Gaming,1:00:00,2134760,2134760:00:00,231008,126662
USR95717,VIDID-12-2025-83483,18-12-2025,Educational,0:35:00,85617,49943:15:00,859615,968137
USR83774,VIDID-12-2025-48968,26-12-2025,Cooking,0:10:00,5280664,880110:40:00,320836,179866
